,CoC,Year,HUD,Predicted_Count,Predicted_Count_low,Predicted_Count_high,Predicted_Total,Predicted_Total_low,Predicted_Total_high
1664,NJ-501,2015,340,341.80524,306,380,379.01436,354,413
1665,NJ-501,2016,296,296.41344,265,329,328.85648,309,357
1666,NJ-501,2017,302,303.07024,271,337,335.95732,315,367
1667,NJ-502,2011,1035,1028.97752,933.95,1121,1098.78316,1049,1176
1668,NJ-502,2012,823,823.3708,744,907,879.69152,835,952
1669,NJ-502,2013,671,676.67304,609,749,722.63424,681,789
1670,NJ-502,2014,1020,1012.87188,918,1106,1081.94632,1033,1161
1671,NJ-502,2015,1347,1331.88776,1211,1450,1421.9382,1362,1519
1672,NJ-502,2016,926,925.0628,837,1017,988.10688,939,1068
1673,NJ-502,2017,604,616.3914,552,691,658.22608,615,727
1674,NJ-503,2011,1427,1411.02768,1272,1553,1618.16872,1524,1738
1675,NJ-503,2012,1215,1213.01896,1091,1339,1391.14316,1305,1497
1676,NJ-503,2013,1291,1298.5438,1165,1438,1489.39788,1393,1611
1677,NJ-503,2014,1695,1676.52632,1512,1845,1922.50992,1809,2064
1678,NJ-503,2015,1089,1115.0794,993,1245,1279.06316,1184,1398
1679,NJ-503,2016,1068,1084.93844,968,1210,1244.00908,1154,1355
1680,NJ-503,2017,938,946.9142,847,1055,1085.93576,1010,1188
1681,NJ-504,2011,1505,1502.28628,1356,1652,1658.70584,1564,1788
1682,NJ-504,2012,1504,1513.01272,1363,1672,1671.3082,1572,1814
1683,NJ-504,2013,1646,1644.25316,1483,1806,1816.4714,1712,1953
1684,NJ-504,2014,1483,1495.23928,1347,1653,1651.4268,1549,1790
1685,NJ-504,2015,1610,1619.62748,1463,1785,1788.13104,1684,1932
1686,NJ-504,2016,1779,1782.72468,1606,1969,1968.43896,1852,2134
1687,NJ-504,2017,2048,2024.17812,1831.95,2216,2237.10824,2120,2395
1688,NJ-506,2011,1536,1524.4628,1381,1667,1666.76144,1582,1783
1689,NJ-506,2012,2087,2056.97272,1868,2240,2249.9786,2144,2392
1690,NJ-506,2013,942,942.32848,849,1038,1031.01824,973,1112
1691,NJ-506,2014,821,832.97684,747,923,911.15244,852,992
1692,NJ-506,2015,917,916.62636,826,1012,1002.56956,947,1086
1693,NJ-506,2016,829,839.30052,752,934,918.06888,858,1004
1694,NJ-506,2017,822,821.29364,740,907,898.17244,848,973
1695,NJ-507,2011,930,926.21468,835,1019,1019.5908,963,1098
1696,NJ-507,2012,1145,1134.43512,1027,1247,1248.22716,1183,1346
1697,NJ-507,2013,1031,1025.68156,925,1130,1129.2498,1066,1221
1698,NJ-507,2014,802,798.36544,720,877,878.96888,830,944
1699,NJ-507,2015,604,611.23028,547,682,672.9278,628,737
1700,NJ-507,2016,457,464.02636,415,516,510.75832,476,557
1701,NJ-507,2017,546,549.66928,494,607,605.06116,568,655
1702,NJ-508,2011,559,561.5896,505.95,620,601.53808,569,652
1703,NJ-508,2012,650,649.0406,587,714,694.9216,660,753
1704,NJ-508,2013,918,910.05796,826,995,974.32032,930,1046
1705,NJ-508,2014,588,586.17336,530,642,627.78324,597,675
1706,NJ-508,2015,456,458.14708,412,508,490.81148,463,536
1707,NJ-508,2016,344,351.6032,313,397,376.55276,350,419
1708,NJ-508,2017,299,303.64668,272,339,325.0954,304,358
1709,NJ-509,2011,446,440.82884,396,485,499.0248,470,536
1710,NJ-509,2012,281,287.08576,254,322,325.0524,300,357
1711,NJ-509,2013,346,348.34436,311,388,394.60552,368,429
1712,NJ-509,2014,389,387.773,347,429,439.1706,411,475
1713,NJ-509,2015,384,382.939,342,425,433.67964,407,469
1714,NJ-509,2016,410,411.557,368,456,466.28244,436,504.05
1715,NJ-509,2017,378,378.68836,339,423,428.95268,400,468
1716,NJ-510,2011,545,545.39236,491,603,592.18708,559,642
1717,NJ-510,2012,649,647.03168,583,713,701.80368,665,758
1718,NJ-510,2013,682,673.92348,611,737,731.296,697,783
1719,NJ-510,2014,627,630.32652,566,702,683.97412,642,749
1720,NJ-510,2015,605,601.3752,544,659,652.67776,619,701
1721,NJ-510,2016,429,429.94708,387,476,466.70576,440,506
1722,NJ-510,2017,224,231.42436,205,263,251.20676,231,282
1723,NJ-511,2011,847,828.34904,746,912,954.70808,901,1023
1724,NJ-511,2012,518,518.78188,464,575,598.20684,559,647
1725,NJ-511,2013,440,442.06028,394,494,510.04132,475,556
1726,NJ-511,2014,376,380.88236,339,426,439.09116,408,481
1727,NJ-511,2015,459,460.82068,411,513,531.3948,496,577
1728,NJ-511,2016,432,433.75244,387,483,500.13676,467,543
1729,NJ-511,2017,449,448.34864,400,498,516.96808,483,559
1730,NJ-513,2011,387,383.49912,347,420,410.6054,392,442
1731,NJ-513,2012,295,296.67616,266,330,317.54044,299,347
1732,NJ-513,2013,312,312.20852,281,344,334.27164,316,362
1733,NJ-513,2014,323,322.28252,290,355,344.9954,327,374
1734,NJ-513,2015,342,339.59328,306,372,363.60792,346,391
1735,NJ-513,2016,218,221.82128,198,250,237.52696,222,263
1736,NJ-513,2017,244,245.01784,220,272,262.18492,247,286
1737,NJ-514,2011,843,838.09024,756,920,929.94548,878,997
1738,NJ-514,2012,1009,994.42884,899,1090,1104.20488,1048,1185
1739,NJ-514,2013,668,670.2488,602,745,744.3502,698,812
1740,NJ-514,2014,632,632.3582,568,700,702.2882,660,762
1741,NJ-514,2015,600,600.16748,539,664,666.31088,627,721
1742,NJ-514,2016,465,472.66632,422,527,524.95152,489,574
1743,NJ-514,2017,478,485.59116,433,545,539.13308,501,595
1744,NJ-515,2011,1471,1465.1848,1329,1601,1550.7954,1483,1668
1745,NJ-515,2012,1456,1457.60212,1316,1606,1543.23592,1468,1675
1746,NJ-515,2013,1648,1645.4916,1487,1812,1741.5896,1661,1891
1747,NJ-515,2014,1679,1662.88876,1512,1802,1760.16452,1691,1875
1748,NJ-515,2015,504,508.9422,458,565,538.37368,509,588
1749,NJ-515,2016,513,515.20804,464,571,545.35184,517,595
1750,NJ-515,2017,480,482.26496,435,534,510.47116,484,557
1751,NJ-516,2011,472,465.6016,422,508,500.31808,478,535
1752,NJ-516,2012,230,231.9952,208,258,249.42776,234,273
1753,NJ-516,2013,271,272.30776,245,302,292.6,276,318
1754,NJ-516,2014,279,280.177,252,310,301.00636,284,328
1755,NJ-516,2015,255,257.36212,230.95,286,276.58272,260,303
1756,NJ-516,2016,253,254.39468,228,282,273.45928,257,298
1757,NJ-516,2017,286,286.24732,257,317,307.871,291,335
1758,NM-500,2011,1639,1615.79384,1444,1800,2051.95716,1918,2219
1759,NM-500,2012,1431,1423.2416,1263,1592,1807.69328,1677,1959
1760,NM-500,2013,1171,1177.86096,1041,1321,1496.40668,1377,1632
1761,NM-500,2014,1254,1259.54812,1119,1406.05,1600.2732,1483,1735
1762,NM-500,2015,1287,1288.39276,1143,1447,1636.3014,1514,1789
1763,NM-500,2016,1222,1230.59172,1091,1377,1563.05336,1448,1698
1764,NM-500,2017,1318,1314.88896,1165,1475,1670.33812,1544,1818
1765,NM-501,2011,1962,1948.47244,1744,2159,2302.64372,2153,2488
1766,NM-501,2012,1814,1793.25356,1616,1978,2119.13212,1994,2276
1767,NM-501,2013,1648,1636.93852,1463,1823,1934.33372,1799,2100
1768,NM-501,2014,1492,1486.51524,1330,1658,1755.60252,1638,1911
1769,NM-501,2015,1342,1324.9554,1196,1455,1565.67888,1475,1667
1770,NM-501,2016,1041,1062.38304,947,1186,1255.15892,1169,1372
1771,NM-501,2017,1164,1176.1052,1052,1306.05,1388.74304,1291,1505
1772,NV-500,2011,8003,7922.08948,7136.95,8758,9360.62176,8822,10109
1773,NV-500,2012,7323,7320.67756,6582,8110,8645.95952,8082,9339
1774,NV-500,2013,5952,6153.60796,5484,6920.05,7269.31816,6726.95,8018
1775,NV-500,2014,7443,7460.46204,6726,8178,8809.75968,8284,9372
1776,NV-500,2015,7509,7446.08848,6711,8185,8802.966,8291,9405
1777,NV-500,2016,6208,6346.74072,5671,7092,7495.332,6958,8198
1778,NV-500,2017,6490,6452.61928,5794,7135,7627.1472,7140,8217
1779,NV-501,2011,850,855.69284,764,955.05,994.49864,925,1086
1780,NV-501,2012,869,868.0312,777,964,1008.8496,943,1092
1781,NV-501,2013,746,755.43408,674,840,878.09188,817,954
1782,NV-501,2014,769,781.79292,696,875,908.39708,842,994
1783,NV-501,2015,907,910.88668,815,1011,1058.31508,988,1146
1784,NV-501,2016,989,984.4144,885,1090,1143.4728,1071,1234
1785,NV-501,2017,1106,1097.2992,984,1219,1274.64788,1192,1385
1786,NV-502,2011,297,296.47212,259,338,388.99772,356,429
1787,NV-502,2012,305,306.48216,267,348,402.16516,368,442
1788,NV-502,2013,341,337.97688,296,381,443.73156,409,484
1789,NV-502,2014,370,363.915,319,412,477.69752,440,523
1790,NV-502,2015,327,326.6542,285,370,428.4776,394,470
1791,NV-502,2016,201,207.29232,179,238,272.19652,246,302
1792,NV-502,2017,237,240.6998,209,275,315.71316,288,349
1793,NY-500,2011,694,698.50752,628,778.05,737.06864,699,809
1794,NY-500,2012,699,700.85,633,770,739.40208,704,800
1795,NY-500,2013,1007,998.27756,907,1083,1052.84944,1013,1121
1796,NY-500,2014,838,838.16564,760,919,884.07164,844,955
1797,NY-500,2015,762,768.53096,692,849,811.0442,768,882
1798,NY-500,2016,860,866.103,780,969,913.32064,865,1011
1799,NY-500,2017,817,816.07248,740,892,861.20764,822,927
1800,NY-501,2011,297,298.73332,268,331,319.619,301,348
1801,NY-501,2012,305,306.24752,275,339,327.57228,309,356
1802,NY-501,2013,349,351.16864,315,392,375.7074,354,412
1803,NY-501,2014,512,511.66472,461,565,547.23476,519,594
1804,NY-501,2015,648,645.1008,582,714,690.28668,656,752
1805,NY-501,2016,506,503.55264,455,553,538.33024,512,581
1806,NY-501,2017,226,229.61316,205,258,245.55904,229,272
1807,NY-503,2011,641,641.77708,579,708,690.13584,653,747
1808,NY-503,2012,590,596.44508,536,664,641.72244,603,702
1809,NY-503,2013,728,722.1262,655,790,776.59008,740,833
1810,NY-503,2014,650,651.98008,588,719,701.2434,663,759
1811,NY-503,2015,597,602.0402,542,665,647.58456,610,703
1812,NY-503,2016,748,744.50168,674,814,801.07244,762,860
1813,NY-503,2017,802,796.3402,722,871,856.52076,815,920
1814,NY-504,2011,40,39.85276,33,47,50.47904,45,57
1815,NY-504,2012,38,37.9464,31,45,48.11332,43,55
1816,NY-504,2013,47,46.03548,38,54,58.27384,53,66
1817,NY-504,2014,33,33.49892,27,40,42.40632,37,48
1818,NY-504,2015,41,40.36864,33,48,51.07904,46,58
1819,NY-504,2016,27,27.81756,22,34,35.21164,31,40
1820,NY-504,2017,34,34.18368,28,41,43.29144,38,49
1821,NY-505,2011,834,841.13636,758,936,897.20736,847,986
1822,NY-505,2012,882,886.3924,799,980,946.02392,895,1031
1823,NY-505,2013,994,988.80064,897,1080,1055.5888,1007,1132
1824,NY-505,2014,1024,1017.2392,923,1109,1085.6366,1036,1162
1825,NY-505,2015,922,917.44068,833,1002,979.04408,934,1050
1826,NY-505,2016,867,870.5838,787,959,928.64756,880,1009
1827,NY-505,2017,798,801.96032,724,885,855.7702,810,930
1828,NY-507,2011,358,356.43408,321,393,384.63748,365,416
1829,NY-507,2012,287,288.20716,259,320,311.05736,293,340
1830,NY-507,2013,327,326.9592,295,361,352.7168,333,383
1831,NY-507,2014,243,246.09308,220,275,265.61252,248,292
1832,NY-507,2015,349,347.03256,313,382,374.49252,355,404
1833,NY-507,2016,345,344.02364,310,379,371.35092,352,401
1834,NY-507,2017,274,276.07988,247,307,297.9646,280,325.05
1835,NY-508,2011,1156,1149.11644,1037,1268,1299.63356,1226,1402
1836,NY-508,2012,1183,1170.4084,1056.95,1289,1323.0438,1249,1421
1837,NY-508,2013,1162,1159.3606,1045,1277,1310.9506,1234,1409
1838,NY-508,2014,1088,1086.35688,978,1201.05,1228.64716,1154,1328
1839,NY-508,2015,919,920.31388,827,1015,1040.59292,976,1121
1840,NY-508,2016,962,961.8536,866,1062,1087.1662,1022,1172
1841,NY-508,2017,925,933.76768,836,1038,1056.00032,985,1149
1842,NY-510,2011,68,67.9864,59,77,75.33132,70,83
1843,NY-510,2012,68,67.81956,59,77,75.15336,70,83
1844,NY-510,2013,47,47.79496,41,55,52.99456,48,59
1845,NY-510,2014,47,48.00028,41,55,53.24468,48,60
1846,NY-510,2015,88,87.12596,77,98,96.63632,90,106
1847,NY-510,2016,86,85.3816,75,96,94.67192,88,104
1848,NY-510,2017,73,72.91208,64,82,80.81636,75,89
1849,NY-511,2011,218,221.09008,197,247,236.766,221,261
1850,NY-511,2012,292,289.67792,261,318,310.3866,295,334
1851,NY-511,2013,276,276.09252,248,305,295.64688,280,321
1852,NY-511,2014,309,308.3494,278,340,330.28784,313,358
1853,NY-511,2015,302,301.36348,272,332,322.8114,306,349
1854,NY-511,2016,276,278.06684,249,309,297.9522,280,325
1855,NY-511,2017,308,305.99932,277,336,327.56068,312,353
1856,NY-512,2011,267,264.22128,237,292,293.70372,277,317
1857,NY-512,2012,225,225.07636,201,250,249.9994,234,272
1858,NY-512,2013,188,190.5796,169,214,211.834,196,233
1859,NY-512,2014,216,216.11576,193,241,240.24868,225,262
1860,NY-512,2015,189,190.86072,170,214,212.17072,197,232
1861,NY-512,2016,179,180.69972,160,202,200.80948,187,220
1862,NY-512,2017,194,194.38384,173,217,216.00008,202,236
1863,NY-513,2011,111,111.56532,100,125,117.44424,111,129
1864,NY-513,2012,121,120.85072,108,134,127.12336,121,138
1865,NY-513,2013,171,171.47596,154,190,180.49532,172,197
1866,NY-513,2014,92,92.52516,83,104,97.39136,92,107
1867,NY-513,2015,187,186.5686,168,205,196.38288,187,213
1868,NY-513,2016,58,59.07608,52,68,62.18456,58,70
1869,NY-513,2017,337,333.99364,302,364,351.6756,338,377
1870,NY-514,2011,57,56.85556,50,64,61.6776,57,68
1871,NY-514,2012,33,33.28344,28,38,36.08704,33,41
1872,NY-514,2013,62,61.59372,54,69,66.80984,63,73
1873,NY-514,2014,53,52.87432,46,60,57.33252,53,63
1874,NY-514,2015,29,29.4806,25,34,31.98772,29,36
1875,NY-514,2016,23,23.48604,20,28,25.48408,23,29
1876,NY-514,2017,83,82.38748,73,92,89.34468,84,98
1877,NY-516,2011,118,119.52868,106,134.05,130.39908,121,144
1878,NY-516,2012,236,232.23468,209,255,253.3644,241,272
1879,NY-516,2013,140,139.78884,124,156,152.55916,143,166
1880,NY-516,2014,133,133.43796,119,149,145.59876,136,159
1881,NY-516,2015,143,143.00952,127,159,156.0528,146,170
1882,NY-516,2016,132,132.60896,118,148,144.71072,135,159
1883,NY-516,2017,126,127.09436,113,143,138.57356,129,153
1884,NY-518,2011,182,181.45712,163,201,194.64128,184,211
1885,NY-518,2012,176,176.01956,158,195,188.7172,178,205
1886,NY-518,2013,200,198.82216,178,219,213.2214,202,230
1887,NY-518,2014,159,160.4126,143,179,171.99356,161,188
1888,NY-518,2015,140,142.71392,127,160,152.98016,142,169
1889,NY-518,2016,160,160.51044,144,178,172.09692,162,187
1890,NY-518,2017,162,162.13284,145,180,173.87964,164,190
1891,NY-519,2011,177,175.29268,158,192,185.42848,178,199
1892,NY-519,2012,132,132.54072,119,148,140.17728,133,154
1893,NY-519,2013,112,112.9652,101,126,119.47068,112,132
1894,NY-519,2014,128,128.07524,115,142,135.49668,128,148
1895,NY-519,2015,97,98.05592,87,110,103.6948,97,115
1896,NY-519,2016,116,116.58544,104,130,123.33392,117,135
1897,NY-519,2017,144,143.40596,129,158,151.6828,145,164
1898,NY-520,2011,22,22.32504,17,28,30.83008,26,36
1899,NY-520,2012,14,14.42568,10,19,19.871,16,23
1900,NY-520,2013,34,33.81704,26,41,46.68268,41,54
1901,NY-520,2014,78,75.93756,63,90,104.82452,94,119
1902,NY-520,2015,28,28.22668,22,35,38.90252,34,45
1903,NY-520,2016,27,27.22808,21,34,37.60504,33,44
1904,NY-520,2017,28,28.01692,22,35,38.6944,34,45
1905,NY-522,2011,108,108.10132,96,120,114.1224,108,125
1906,NY-522,2012,95,95.584,85,107,100.898,95,111
1907,NY-522,2013,83,84.35008,74,95,89.128,83,99
1908,NY-522,2014,149,147.73424,133,161,155.8774,149,167
1909,NY-522,2015,86,87.58536,77,99,92.50544,86,103
1910,NY-522,2016,119,119.42448,107,133,126.03984,119,138
1911,NY-522,2017,169,167.54884,151,184,176.92924,169,191
1912,NY-523,2011,320,318.94172,286,354,356.1152,334,386
1913,NY-523,2012,299,298.34532,266,332,333.4634,313,363
1914,NY-523,2013,262,262.34492,234,291,292.85352,274,317
1915,NY-523,2014,262,263.02548,235,293,293.85892,274,320
1916,NY-523,2015,282,281.22904,252,312,314.18032,295,341
1917,NY-523,2016,268,267.72624,239,297,298.92164,280,324
1918,NY-523,2017,247,247.99308,221,276,277.11732,259,302
1919,NY-600,2011,51123,51188.07216,46703,55108.05,55065.15136,52528,57705.1
1920,NY-600,2012,56672,57065.52052,51252.9,64925.1,61370.8744,57715,68923.05
1921,NY-600,2013,64060,63337.47396,57722.95,68857.05,68139.74132,65360,72714
1922,NY-600,2014,67810,68333.95108,61590.85,75301,73537.56184,69216,79264.05
1923,NY-600,2015,75323,74892.88296,68165.95,81046,80555.68812,76765.95,85384
1924,NY-600,2016,73523,73866.63628,66472.75,81547.35,79486.82172,74829.95,85846.05
1925,NY-600,2017,76501,76000.4366,69163.9,82433.1,81769.19644,77928,86609
1926,NY-601,2011,435,435.50036,392,480,473.00824,446,511
1927,NY-601,2012,453,450.35396,406,496,489.25452,463,529
1928,NY-601,2013,397,401.06304,360,447,435.6582,408,477
1929,NY-601,2014,403,405.2202,363,449,440.01864,414,479
1930,NY-601,2015,375,377.8854,339,419,410.41492,385,447
1931,NY-601,2016,385,386.38488,347,427,419.79236,395,456
1932,NY-601,2017,388,387.64164,349,427,421.01056,398,456
1933,NY-602,2011,448,453.3678,402,507,540.05396,501,588
1934,NY-602,2012,502,500.11024,445,559,595.76572,554,649
1935,NY-602,2013,459,457.7778,407,512,545.397,507,594
1936,NY-602,2014,421,424.24644,376,475,505.66132,469,551
1937,NY-602,2015,495,491.50416,438,547,585.79308,547,634
1938,NY-602,2016,343,349.14328,309,392,416.10716,384,455
1939,NY-602,2017,350,353.7108,313,397,421.57292,390,461
1940,NY-603,2011,3278,3282.43372,2981,3576,3486.14948,3319,3737
1941,NY-603,2012,3359,3349.8238,3047,3640,3557.91832,3400,3792
1942,NY-603,2013,3123,3114.9888,2832,3389,3307.15336,3159,3535
1943,NY-603,2014,3207,3214.74808,2911,3535,3414.7962,3247,3704
1944,NY-603,2015,3861,3838.26668,3491,4169.05,4075.4242,3903,4354
1945,NY-603,2016,3960,3934.81936,3587,4246,4179.92652,4008,4411
1946,NY-603,2017,3937,3909.11276,3556,4239.05,4151.98468,3978,4419
1947,NY-604,2011,1537,1544.52332,1399,1697,1641.36216,1556,1775
1948,NY-604,2012,1741,1738.2192,1576,1897,1846.58924,1762,1979
1949,NY-604,2013,2054,2032.27384,1849,2199,2159.88748,2074,2289
1950,NY-604,2014,2138,2120.27772,1929,2303,2252.81736,2159,2401
1951,NY-604,2015,1797,1797.65896,1629,1966,1910.24,1819,2048
1952,NY-604,2016,1750,1760.34144,1591,1937,1869.6588,1772,2025
1953,NY-604,2017,1832,1824.71084,1654.95,1993,1939.265,1852,2084
1954,NY-606,2011,112,111.99492,97,128,136.3894,125,151
1955,NY-606,2012,107,108.80348,94,125,132.51964,120,147
1956,NY-606,2013,107,108.6094,94,124,132.25496,121,146
1957,NY-606,2014,125,125.17264,108,142,152.31452,139,168
1958,NY-606,2015,117,118.04028,102,135,143.77192,131,159
1959,NY-606,2016,141,140.69528,122,159,171.30576,158,188
1960,NY-606,2017,170,167.57684,147,190,204.17656,189,224
1961,NY-607,2011,525,524.18332,474,577,554.75136,529,602
1962,NY-607,2012,630,627.46144,568,688,664.08116,634,716
1963,NY-607,2013,556,554.84992,501,610,587.21072,560,635
1964,NY-607,2014,131,131.75744,118,147,139.41272,132,153
1965,NY-607,2015,130,130.98984,117,146,138.67216,131,152
